source_city,dest_city,num_airlines
Dhaka,Abu Dhabi,1
Dhaka,Barisal,1
Dhaka,Guangzhou,1
Dhaka,Istanbul,1
Dhaka,Karachi,1
Dhaka,Kunming,1
Dhaka,London,1
Dhaka,Madras,1
Dhaka,Mumbai,1
Dhaka,Riyadh,1
Dhaka,Rome,1
Dhaka,Saidpur,1
Dhaka,Sharjah,1
Dhaka,Thimphu,1
Dhaka,Yangon,1
Dhangarhi,Kathmandu,1
Dickinson,Denver,1
Dickinson,Minneapolis,1
Dienbienphu,Hanoi,1
Dijon,Toulouse,1
Dili,Denpasar,1
Dili,Singapore,1
Dillingham,King Salmon,1
Dillon's Bay,Ipota,1
Dillon's Bay,Port-vila,1
Dimapur,Kolkata,1
Dimapur,Mohanbari,1
Dinard,East Midlands,1
Dinard,Guernsey,1
Dinard,London,1
Dipolog,Cebu,1
Dipolog,Davao,1
Dire Dawa,Addis Ababa,1
Dire Dawa,Djibouti,1
Dire Dawa,Jijiga,1
Diyabakir,Ankara,1
Djanet,Ouargla,1
Djanet,Tamanrasset,1
Djerba,Berlin,1
Djerba,Brussels,1
Djerba,Geneva,1
Djerba,Hamburg,1
Djerba,Leipzig,1
Djerba,Luxemburg,1
Djerba,Mulhouse,1
Djerba,Nice,1
Djerba,Nuernberg,1
Djerba,Strasbourg,1
Djerba,Tripoli,1
Djerba,Tunis,1
Djerba,Zurich,1
Djibouti,Dire Dawa,1
Djibouti,Hargeisa,1
Djibouti,Istanbul,1
Djibouti,Jeddah,1
Djibouti,Moroni,1
Djibouti,Paris,1
Djibouti,Taiz,1
Dnepropetrovsk,Batumi,1
Dnepropetrovsk,Tbilisi,1
Dnepropetrovsk,Tel-aviv,1
Dnepropetrovsk,Yerevan,1
Dole,Lisbon,1
Dole,Marrakech,1
Dole,Porto,1
Dominica,Antigua,1
Dominica,Bridgetown,1
Dominica,Kingstown,1
Dominica,St. Thomas,1
"Doncaster, Sheffield",Gdansk,1
"Doncaster, Sheffield",Jersey,1
"Doncaster, Sheffield",Katowice,1
"Doncaster, Sheffield",Poznan,1
"Doncaster, Sheffield",Vilnius,1
"Doncaster, Sheffield",Warsaw,1
"Doncaster, Sheffield",Wroclaw,1
Donetsk,Dubai,1
Donetsk,Kutaisi,1
Donetsk,Larnaca,1
Donetsk,Munich,1
Donetsk,Sharjah,1
Donetsk,Tel-aviv,1
Donetsk,Thessaloniki,1
Dongloe,Dublin,1
Dongloe,Glasgow,1
Dongsheng,Changcha,1
Dongsheng,Chengdu,1
Dongsheng,Chongqing,1
Dongsheng,Hangzhou,1
Dongsheng,Harbin,1
Dongsheng,Hohhot,1
Dongsheng,Kunming,1
Dongsheng,Nanjing,1
Dongsheng,Shenyang,1
Dongsheng,Shijiazhuang,1
Dongsheng,Tianjin,1
Dongsheng,Urumqi,1
Dongsheng,Wuhan,1
Dongsheng,Yinchuan,1
Doomadgee,Burketown,1
Doomadgee,Mornington Island,1
Doomadgee,Mount Isa,1
Dortmund,Alghero,1
Dortmund,Belgrade,1
Dortmund,Bucharest,1
Dortmund,Budapest,1
Dortmund,Cluj-napoca,1
Dortmund,Faro,1
Dortmund,Gdansk,1
Dortmund,Gerona,1
Dortmund,Heringsdorf,1
Dortmund,Izmir,1
Dortmund,Katowice,1
Dortmund,Kiev,1
Dortmund,Krakow,1
Dortmund,Lvov,1
Dortmund,Malaga,1
Dortmund,Porto,1
Dortmund,Skopje,1
Dortmund,Sofia,1
Dortmund,Split,1
Dortmund,Timisoara,1
Dortmund,Vilnius,1
Dortmund,Zonguldak,1
Douala,Abidjan,1
Douala,Casablanca,1
Douala,Dakar,1
Douala,Garoua,1
Douala,Istanbul,1
Douala,Lome,1
Douala,Maroua,1
Douala,Nairobi,1
Douala,Pointe-noire,1
Dourados,Campinas,1
Dourados,Campo Grande,1
Dourados,Sao Paulo,1
Dresden,Cologne,1
Dresden,Frankfurt,1
Dresden,Heraklion,1
Dresden,Hurghada,1
Dresden,Kerkyra/corfu,1
Dresden,Moscow,1
Dresden,Mulhouse,1
Dresden,Munich,1
Dresden,Palma de Mallorca,1
Dresden,Rhodos,1
Dresden,Stuttgart,1
Dresden,Tenerife,1
Dresden,Zurich,1
Dryden,Kenora,1
Dryden,Red Lake,1
Dryden,Sioux Lookout,1
Dryden,Thunder Bay,1
Du Bois,Cleveland,1
Du Bois,Franklin,1
Dubai,Abha,1
Dubai,Abu Dhabi,1
Dubai,Accra,1
Dubai,Ahwaz,1
Dubai,Alexandria,1
Dubai,Athens,1
Dubai,Atlanta,1
Dubai,Bandar Lengeh,1
Dubai,Bandar Seri Begawan,1
Dubai,Bangalore,1
Dubai,Barcelona,1
Dubai,Belgrade,1
Dubai,Bishkek,1
Dubai,Budapest,1
Dubai,Bushehr,1
Dubai,Casablanca,1
Dubai,Chah Bahar,1
Dubai,Chelyabinsk,1
Dubai,Chisinau,1
Dubai,Dakar,1
Dubai,Dar Es Salaam,1
Dubai,Djibouti,1
Dubai,Donetsk,1
Dubai,Entebbe,1
Dubai,Esfahan,1
Dubai,Gassim,1
Dubai,Goa,1
Dubai,Hail,1
Dubai,Ho Chi Minh City,1
Dubai,Juba,1
Dubai,Kandahar,1
Dubai,Kathmandu,1
Dubai,Kazan,1
Dubai,Kharkov,1
Dubai,Kigali,1
Dubai,Kish Island,1
Dubai,Kolkata,1
Dubai,Krasnoyarsk,1
Dubai,Kunming,1
Dubai,Lagos,1
Dubai,Lar,1
Dubai,Larnaca,1
Dubai,Lucknow,1
Dubai,Lusaka,1
Dubai,Lyon,1
Dubai,Madrid,1
Dubai,Mahe,1
Dubai,Malta,1
Dubai,Mashhad,1
Dubai,Mombasa,1
Dubai,Mukalla,1
Dubai,Najaf,1
Dubai,Nice,1
Dubai,Nizhniy Novgorod,1
Dubai,Odessa,1
Dubai,Omsk,1
Dubai,Perm,1
Dubai,Phuket,1
Dubai,Port Sudan,1
Dubai,Rio De Janeiro,1
Dubai,Rome,1
Dubai,Rostov,1
Dubai,Sao Paulo,1
Dubai,Shanghai,1
Dubai,Shiraz,1
Dubai,Sir Bani Yas Island,1
Dubai,Skopje,1
Dubai,Sofia,1
Dubai,Sulaymaniyah,1
Dubai,Sylhet Osmani,1
Dubai,Tabriz,1
Dubai,Tabuk,1
Dubai,Taif,1
Dubai,Taipei,1
Dubai,Tashkent,1
Dubai,Tbilisi,1
Dubai,Toronto,1
Dubai,Tripoli,1
Dubai,Tyumen,1
Dubai,Ufa,1
Dubai,Venice,1
Dubai,Volgograd,1
Dubai,Yenbo,1
Dubai,Yerevan,1
Dubai,Zahedan,1
Dubbo,Broken Hill,1
Dublin,Aberdeen,1
Dublin,Alghero,1
Dublin,Almeria,1
Dublin,Amsterdam,1
Dublin,Athens,1
Dublin,Bari,1
Dublin,Beauvais,1
Dublin,Bergamo,1
Dublin,Biarritz-bayonne,1
Dublin,Bilbao,1
Dublin,Blackpool,1
Dublin,Bordeaux,1
Dublin,Bourgas,1
Dublin,Bournemouth,1
Dublin,Bratislava,1
Dublin,Bremen,1
Dublin,Brussels,1
Dublin,Bydgoszcz,1
Dublin,Carcassonne,1
Dublin,Cardiff,1
Dublin,Catania,1
Dublin,Chania,1
Dublin,Charleroi,1
Dublin,Chisinau,1
Dublin,Cologne,1
Dublin,Comiso,1
Dublin,Dongloe,1
Dublin,Dubrovnik,1
Dublin,East Midlands,1
Dublin,Eindhoven,1
Dublin,Exeter,1
Dublin,Gdansk,1
Dublin,Geneva,1
Dublin,Gerona,1
Dublin,Glasgow,1
Dublin,Hahn,1
Dublin,Hamburg,1
Dublin,Hannover,1
Dublin,Helsinki,1
Dublin,Isle Of Man,1
Dublin,Istanbul,1
Dublin,Izmir,1
Dublin,Jersey,1
Dublin,Katowice,1
Dublin,Kaunas,1
Dublin,Kerkyra/corfu,1
Dublin,Kerry,1
Dublin,Krakow,1
Dublin,La Rochelle,1
Dublin,Leeds,1
Dublin,Liverpool,1
Dublin,Luxemburg,1
Dublin,Lyon,1
Dublin,Malta,1
Dublin,Marrakech,1
Dublin,Marseille,1
Dublin,Memmingen,1
Dublin,Milan,1
Dublin,Milano,1
Dublin,Mulhouse,1
Dublin,Murcia,1
Dublin,Nantes,1
Dublin,Naples,1
Dublin,Orlando,1
Dublin,Perpignan,1
Dublin,Pisa,1
Dublin,Porto,1
Dublin,Poznan,1
Dublin,Prestwick,1
Dublin,Pula,1
Dublin,Reus,1
Dublin,Riga,1
Dublin,Rodez,1
Dublin,Rygge,1
Dublin,Rzeszow,1
Dublin,San Francisco,1
Dublin,Santander,1
Dublin,Santiago,1
Dublin,Sevilla,1
Dublin,Southampton,1
Dublin,Southend,1
Dublin,Stuttgart,1
Dublin,Szczecin,1
Dublin,Toulouse,1
Dublin,Tours,1
Dublin,Treviso,1
Dublin,Valencia,1
Dublin,Venice,1
Dublin,Vienna,1
Dublin,Villafranca,1
Dublin,Vilnius,1
Dublin,Wroclaw,1
Dublin,Zadar,1
Dubrovnik,Amsterdam,1
Dubrovnik,Athens,1
Dubrovnik,Belfast,1
Dubrovnik,Bergen,1
Dubrovnik,Brussels,1
Dubrovnik,Cologne,1
Dubrovnik,Dublin,1
Dubrovnik,East Midlands,1
Dubrovnik,Geneva,1
Dubrovnik,Hamburg,1
Dubrovnik,Hannover,1
Dubrovnik,Leeds,1
Dubrovnik,Lille,1
Dubrovnik,Luxemburg,1
Dubrovnik,Newcastle,1
Dubrovnik,Osijek,1
Dubrovnik,Oslo,1
Dubrovnik,Rijeka,1
Dubrovnik,Rome,1
Dubrovnik,Sandefjord,1
Dubrovnik,Stuttgart,1
Dubrovnik,Trondheim,1
Dubrovnik,Venice,1
Dubrovnik,Warsaw,1
Dubrovnik,Zagreb,1
Duesseldorf,Agadir,1
Duesseldorf,Alicante,1
Duesseldorf,Ancona,1
Duesseldorf,Ankara,1
Duesseldorf,Bari,1
Duesseldorf,Bastia,1
Duesseldorf,Bilbao,1
Duesseldorf,Billund,1
Duesseldorf,Bucharest,1
Duesseldorf,Budapest,1
Duesseldorf,Calvi,1
Duesseldorf,Cancun,1
Duesseldorf,Cardiff,1
Duesseldorf,Chania,1
Duesseldorf,Erbil,1
Duesseldorf,Exeter,1
Duesseldorf,Friedrichshafen,1
Duesseldorf,Geneva,1
Duesseldorf,Glasgow,1
Duesseldorf,Gothenborg,1
Duesseldorf,Guernsey,1
Duesseldorf,Heringsdorf,1
Duesseldorf,Jersey,1
Duesseldorf,Kalamata,1
Duesseldorf,Katowice,1
Duesseldorf,Kavala,1
Duesseldorf,Kayseri,1
Duesseldorf,Lamezia,1
Duesseldorf,Larnaca,1
Duesseldorf,Leeds,1
Duesseldorf,Leipzig,1
Duesseldorf,Lisbon,1
Duesseldorf,Lyon,1
Duesseldorf,Marsa Alam,1
Duesseldorf,Menorca,1
Duesseldorf,Montpellier,1
Duesseldorf,Mulhouse,1
Duesseldorf,Mytilini,1
Duesseldorf,Newcastle,1
Duesseldorf,Newquai,1
Duesseldorf,Patras,1
Duesseldorf,Podgorica,1
Duesseldorf,Ponta Delgada,1
Duesseldorf,Poznan,1
Duesseldorf,Preveza,1
Duesseldorf,Pristina,1
Duesseldorf,Puerto Plata,1
Duesseldorf,Punta Cana,1
Duesseldorf,Samos,1
Duesseldorf,Santa Cruz De La Palma,1
Duesseldorf,Stuttgart,1
Duesseldorf,Sulaymaniyah,1
Duesseldorf,Tehran,1
Duesseldorf,Tel-aviv,1
Duesseldorf,Torino,1
Duesseldorf,Tunis,1
Duesseldorf,Valencia,1
Duesseldorf,Varadero,1
Duesseldorf,Westerland,1
Duesseldorf,Willemstad,1
Duesseldorf,Wroclaw,1
Duesseldorf,Zadar,1
Duesseldorf,Zakynthos,1
Duesseldorf,Zonguldak,1
Duluth,Chicago,1
Duluth,Las Vegas,1
Duluth,Mesa,1
Duluth,Minneapolis,1
Dumaguete,Cebu,1
Dundee,London,1
Dunedin,Christchurch,1
Dunedin,Wellington,1
Dunhuang,Hangzhou,1
Durango,Denver,1
Durango,Houston,1
Durango,Los Angeles,1
Durango,Tijuana,1
Durban,Bloemfontein,1
Durban,East London,1
Durban,George,1
Durban,Harare,1
Durban,Lusaka,1
Durban,Maputo,1
Durban,Mpumalanga,1
Durban,Plaisance,1
Dushanbe,Delhi,1
Dushanbe,Frankfurt,1
Dushanbe,Mashhad,1
Dushanbe,Mineralnye Vody,1
Dushanbe,Nizhnekamsk,1
Dushanbe,Nizhniy Novgorod,1
Dushanbe,Omsk,1
Dushanbe,Orenburg,1
Dushanbe,Rostov,1
Dushanbe,Samara,1
Dushanbe,Sharjah,1
Dushanbe,Sochi,1
Dushanbe,Surgut,1
Dushanbe,Ufa,1
Dushanbe,Volgograd,1
Dzaoudzi,Antsiranana,1
Dzaoudzi,Dar Es Salaam,1
Dzaoudzi,Nosy-be,1
Dzhambul,Alma-ata,1
Dzhambul,Moscow,1
Dzhambul,Tselinograd,1
Dzhambul,Yekaterinburg,1
East London,Cape Town,1
East London,Durban,1
East London,Port Elizabeth,1
East Midlands,Aberdeen,1
East Midlands,Almeria,1
East Midlands,Amsterdam,1
East Midlands,Barcelona,1
East Midlands,Belfast,1
East Midlands,Bergamo,1
East Midlands,Bergerac,1
East Midlands,Berlin,1
East Midlands,Bodrum,1
East Midlands,Brussels,1
East Midlands,Budapest,1
East Midlands,Carcassonne,1
East Midlands,Chania,1
East Midlands,Connaught,1
East Midlands,Cork,1
East Midlands,Dinard,1
East Midlands,Dublin,1
East Midlands,Dubrovnik,1
East Midlands,Edinburgh,1
East Midlands,Funchal,1
East Midlands,Gerona,1
East Midlands,Glasgow,1
East Midlands,Guernsey,1
East Midlands,Heraklion,1
East Midlands,Jersey,1
East Midlands,Kerkyra/corfu,1
East Midlands,Krakow,1
East Midlands,La Rochelle,1
East Midlands,Larnaca,1
East Midlands,Limoges,1
East Midlands,Malta,1
East Midlands,Paris,1
East Midlands,Pisa,1
East Midlands,Prague,1
East Midlands,Reus,1
East Midlands,Riga,1
East Midlands,Rome,1
East Midlands,Rzeszow,1
East Midlands,Treviso,1
East Midlands,Valencia,1
East Midlands,Warsaw,1
East Midlands,Wroclaw,1
Easter Island,Papeete,1
Easter Island,Santiago,1
Eastmain River,Waskaganish,1
Eastmain River,Wemindji,1
Eastsound,Friday Harbor,1
Eau Claire,Chicago,1
Eday,Kirkwall,1
Edinburgh,Arrecife,1
Edinburgh,Athens,1
Edinburgh,Bergen,1
Edinburgh,Berlin,1
Edinburgh,Beziers,1
Edinburgh,Birmingham,1
Edinburgh,Bodrum,1
Edinburgh,Bologna,1
Edinburgh,Bordeaux,1
Edinburgh,Bratislava,1
Edinburgh,Bremen,1
Edinburgh,Bristol,1
Edinburgh,Budapest,1
Edinburgh,Charleroi,1
Edinburgh,Cologne,1
Edinburgh,Cork,1
Edinburgh,Dalaman,1
Edinburgh,East Midlands,1
Edinburgh,Exeter,1
Edinburgh,Frankfurt,1
Edinburgh,Fuerteventura,1
Edinburgh,Gdansk,1
Edinburgh,Geneva,1
Edinburgh,Gothenborg,1
Edinburgh,Gran Canaria,1
Edinburgh,Hahn,1
Edinburgh,Hamburg,1
Edinburgh,Heraklion,1
Edinburgh,Istanbul,1
Edinburgh,Jersey,1
Edinburgh,Kaunas,1
Edinburgh,Keflavik,1
Edinburgh,Kerkyra/corfu,1
Edinburgh,Kirkwall,1
Edinburgh,Lisbon,1
Edinburgh,Lyon,1
Edinburgh,Madrid,1
Edinburgh,Malta,1
Edinburgh,Manchester,1
Edinburgh,Marseille,1
Edinburgh,Menorca,1
Edinburgh,Milano,1
Edinburgh,Mulhouse,1
Edinburgh,Munich,1
Edinburgh,Murcia,1
Edinburgh,Naples,1
Edinburgh,Nice,1
Edinburgh,Norwich,1
Edinburgh,Paphos,1
Edinburgh,Pisa,1
Edinburgh,Poznan,1
Edinburgh,Rome,1
Edinburgh,Rygge,1
Edinburgh,Santander,1
Edinburgh,Shannon,1
Edinburgh,Southampton,1
Edinburgh,Southend,1
Edinburgh,Stavanger,1
Edinburgh,Stornoway,1
Edinburgh,Sumburgh,1
Edinburgh,Venice,1
Edinburgh,Weeze,1
Edinburgh,Wick,1
Edmonton,Abbotsford,1
Edmonton,Cancun,1
Edmonton,Comox,1
Edmonton,Dallas-Fort Worth,1
Edmonton,Fort Saint John,1
Edmonton,Fort Smith,1
Edmonton,Hamilton,1
Edmonton,Hay River,1
Edmonton,High Level,1
Edmonton,Keflavik,1
Edmonton,Kelowna,1
Edmonton,Minneapolis,1
Edmonton,Palm Springs,1
Edmonton,Puerto Vallarta,1
Edmonton,Rainbow Lake,1
Edmonton,Seattle,1
Edmonton,Victoria,1
Edmonton,Whitehorse,1
Eek,Bethel,1
Egegik,King Salmon,1
Egilsstadir,Reykjavik,1
Eindhoven,Alghero,1
Eindhoven,Antalya,1
Eindhoven,Arrecife,1
Eindhoven,Athens,1
Eindhoven,Barcelona,1
Eindhoven,Belgrade,1
Eindhoven,Bergamo,1
Eindhoven,Berlin,1
Eindhoven,Bodrum,1
Eindhoven,Bologna,1
Eindhoven,Brindisi,1
Eindhoven,Bucharest,1
Eindhoven,Budapest,1
Eindhoven,Carcassonne,1
Eindhoven,Catania,1
Eindhoven,Chania,1
Eindhoven,Cluj-napoca,1
Eindhoven,Connaught,1
Eindhoven,Copenhagen,1
Eindhoven,Dalaman,1
Eindhoven,Debrecen,1
Eindhoven,Dublin,1
Eindhoven,Fes,1
Eindhoven,Gdansk,1
Eindhoven,Gerona,1
Eindhoven,Groningen,1
Eindhoven,Innsbruck,1
Eindhoven,Istanbul,1
Eindhoven,Katowice,1
Eindhoven,Kerkyra/corfu,1
Eindhoven,Krakow,1
Eindhoven,Lisbon,1
Eindhoven,London,1
Eindhoven,Madrid,1
Eindhoven,Malta,1
Eindhoven,Marrakech,1
Eindhoven,Marseille,1
Eindhoven,Murcia,1
Eindhoven,Naples,1
Eindhoven,Nice,1
Eindhoven,Pisa,1
Eindhoven,Porto,1
Eindhoven,Reus,1
Eindhoven,Riga,1
Eindhoven,Rome,1
Eindhoven,Rotterdam,1
Eindhoven,Sevilla,1
Eindhoven,Skopje,1
Eindhoven,Sofia,1
Eindhoven,Trapani,1
Eindhoven,Treviso,1
Eindhoven,Valencia,1
Eindhoven,Venice,1
Eindhoven,Vilnius,1
Eirunepe,Tefe,1
El Aaiún,Agadir,1
El Aaiún,Casablanca,1
El Aroui,Beauvais,1
El Aroui,Casablanca,1
El Aroui,Charleroi,1
El Aroui,Frankfurt,1
El Aroui,Hahn,1
El Aroui,Marseille,1
El Aroui,Montpellier,1
El Aroui,Palma de Mallorca,1
El Calafate,Buenos Aires,1
El Dorado,Dallas,1
El Dorado,Hot Springs,1
El Golea,Ouargla,1
El Golea,Tamanrasset,1
El Paso,Austin,1
El Paso,Dallas,1
El Paso,Denver,1
El Paso,Las Vegas,1
El Paso,Philadelphia,1
El Vigía,Porlamar,1
El-baha,Dammam,1
El-baha,Jeddah,1
El-baha,Riyadh,1
Elat,Haifa,1
Elazig,Ankara,1
Elazig,Izmir,1
Elcho Island,Maningrida,1
Eldoret,Lodwar,1
Elfin Cove,Juneau,1
Elim,Golovin,1
Elista,Moscow,1
Elko,Salt Lake City,1
Elmira,Chicago,1
Elmira,Detroit,1
Elmira,Sanford,1
Elmira,St. Petersburg,1
Emmonak,Alakanuk,1
Emmonak,Bethel,1
Entebbe,Addis Ababa,1
Entebbe,Arua,1
Entebbe,Asmara,1
Entebbe,Bujumbura,1
Entebbe,Cairo,1
Entebbe,Dubai,1
Entebbe,Istanbul,1
Entebbe,Johannesburg,1
Entebbe,Juba,1
Entebbe,Mogadishu,1
Entebbe,Pakuba,1
Enugu,Abuja,1
Enugu,Addis Ababa,1
Enugu,Lagos,1
Erbil,Abu Dhabi,1
Erbil,Amsterdam,1
Erbil,Antalya,1
Erbil,Cairo,1
Erbil,Duesseldorf,1
Erbil,Frankfurt,1
Erbil,Gothenborg,1
Erbil,Munich,1
Erbil,Sharjah,1
Erbil,Tbilisi,1
Erbil,Tehran,1
Erbil,Vienna,1
Erechim,Joacaba,1
Erechim,Passo Fundo,1
Erenhot,Beijing,1
Erenhot,Hohhot,1
Erfurt,Antalya,1
Erfurt,Fuerteventura,1
Erfurt,Gran Canaria,1
Erfurt,London,1
Erfurt,Palma de Mallorca,1
Erfurt,Tenerife,1
Erie,Cleveland,1
Erie,Detroit,1
Erzincan,Ankara,1
Erzurum,Ankara,1
Esbjerg,Aberdeen,1
Esbjerg,Billund,1
Escanaba,Detroit,1
Esfahan,Bandar Mahshahr,1
Esfahan,Dubai,1
Esfahan,Istanbul,1
Esfahan,Kerman,1
Esfahan,Khalije Fars,1
Esfahan,Kuwait,1
Esfahan,Madinah,1
Esfahan,Shiraz,1
Esfahan,Tabriz,1
Eskissehir,Brussels,1
Esmeraldas,Cali,1
Esmeraldas,Guayaquil,1
Esmeraldas,Quito,1
Esperance,Ravensthorpe,1
Esquel,Buenos Aires,1
Esquel,Comodoro Rivadavia,1
Esquel,San Carlos De Bariloche,1
Essadouira,Marseille,1
Eugene,Las Vegas,1
Eugene,Mesa,1
Eugene,Oakland,1
Eugene,Salt Lake City,1
Eugene,San Francisco,1
Eugene,Seattle,1
Evansville,Detroit,1
Exeter,Alicante,1
Exeter,Amsterdam,1
Exeter,Belfast,1
Exeter,Dublin,1
Exeter,Duesseldorf,1
Exeter,Edinburgh,1
Exeter,Glasgow,1
Exeter,Guernsey,1
Exeter,Jersey,1
Exeter,Malaga,1
Exeter,Malta,1
Exeter,Manchester,1
Exeter,Newquai,1
Exeter,ST MARY\'S,1
Fagernes,Oslo,1
Fairbanks,Allakaket,1
Fairbanks,Anaktuvuk Pass,1
Fairbanks,Beaver,1
Fairbanks,Central,1
Fairbanks,Chalkyitsik,1
Fairbanks,Healy,1
Fairbanks,Manley Hot Springs,1
Fairbanks,Seattle,1
Fak Fak,Kaimana,1
Fak Fak,Manokwari,1
Fak Fak,Sorong,1
Fakarava,Papeete,1
Fakarava,Rangiroa,1
Faleolo,Honolulu,1
Faleolo,Nandi,1
False Pass,Cold Bay,1
Fargo,Atlanta,1
Fargo,Las Vegas,1
Fargo,Mesa,1
Fargo,Minneapolis,1
Fargo,Salt Lake City,1
Fargo,Sanford,1
Fargo,St. Petersburg,1
Faro,Amilcar Cabral,1
Faro,Amsterdam,1
Faro,Beauvais,1
Faro,Berlin,1
Faro,Billund,1
Faro,Blackpool,1
Faro,Bournemouth,1
Faro,Bremen,1
Faro,Charleroi,1
Faro,Connaught,1
Faro,Copenhagen,1
Faro,Dortmund,1
Faro,Exeter,1
Faro,Geneva,1
Faro,Groningen,1
Faro,Hahn,1
Faro,Hannover,1
Faro,Jerez,1
Faro,Kerry,1
Faro,Londonderry,1
Faro,Luxemburg,1
Faro,Maastricht,1
Faro,Malaga,1
Faro,Memmingen,1
Faro,Mulhouse,1
Faro,Oslo,1
Faro,Palma de Mallorca,1
Faro,Porto,1
Faro,Prestwick,1
Faro,Rotterdam,1
Faro,Southampton,1
Faro,Southend,1
Faro,Stockholm,1
Faro,Weeze,1
Fengnin,Taipei,1
Fera Island,Honiara,1
Fera Island,Suavanao,1
Fergana,Kazan,1
Fergana,Krasnodar,1
Fergana,Novosibirsk,1
Fergana,St. Petersburg,1
Fergana,Tashkent,1
Fernando Do Noronha,Natal,1
Fes,Beauvais,1
Fes,Bergamo,1
Fes,Casablanca,1
Fes,Charleroi,1
Fes,Eindhoven,1
Fes,Hahn,1
Fes,London,1
Fes,Marseille,1
Fes,Montpellier,1
Fes,Nantes,1
Fes,Nimes,1
Fes,Paris,1
Fes,Pisa,1
Fes,St-Etienne,1
Fes,Weeze,1
Figari,Angouleme,1
Figari,Bordeaux,1
Figari,Charleroi,1
Figari,Lille,1
Figari,Luxemburg,1
Figari,Paris,1
Flin Flon,Thompson,1
Flin Flon,Winnipeg,1
Flinders Island,Launceston,1
Flint,Cleveland,1
Flint,Las Vegas,1
Flint,Minneapolis,1
Florence,Birmingham,1
Florence,Bordeaux,1
Florence,Brussels,1
Florence,Frankfurt,1
Florence,Nantes,1
Florence,Rome,1
Flores,Corvo,1
Flores,Guatemala City,1
Flores,Horta,1
Flores,Lajes (terceira Island),1
Flores,Ponta Delgada,1
Florianopolis,Campinas,1
Florianopolis,Criciuma,1
Florianopolis,Curitiba,1
Florianopolis,Joacaba,1
Floro,Bergen,1
Floro,Kristiansund,1
Floro,Orsta-Volda,1
Floro,Oslo,1
Formosa,Buenos Aires,1
Fort Albany,Kashechewan,1
Fort Albany,Moosonee,1
Fort Chipewyan,Fort Mcmurray,1
Fort Chipewyan,Fort Smith,1
Fort Frances,Kenora,1
Fort Frances,Thunder Bay,1
Fort Good Hope,Inuvik,1
Fort Good Hope,Norman Wells,1
Fort Hope,Lansdowne House,1
Fort Hope,Ogoki Post,1
Fort Hope,Thunder Bay,1
Fort Lauderdale,Aguadilla,1
Fort Lauderdale,Albany,1
Fort Lauderdale,Armenia,1
Fort Lauderdale,Asheville,1
Fort Lauderdale,Atlantic City,1
Fort Lauderdale,Buffalo,1
Fort Lauderdale,Cartagena,1
Fort Lauderdale,Cincinnati,1
Fort Lauderdale,Cleveland,1
Fort Lauderdale,Cockburn Town,1
Fort Lauderdale,Columbus,1
Fort Lauderdale,Copenhagen,1
Fort Lauderdale,Greenville,1
Fort Lauderdale,Guatemala City,1
Fort Lauderdale,Indianapolis,1
Fort Lauderdale,Islip,1
Fort Lauderdale,Jacksonville,1
Fort Lauderdale,Kansas City,1
Fort Lauderdale,Knoxville,1
Fort Lauderdale,Latrobe,1
Fort Lauderdale,Lexington KY,1
Fort Lauderdale,Managua,1
Fort Lauderdale,Minneapolis,1
Fort Lauderdale,Myrtle Beach,1
Fort Lauderdale,Nashville,1
Fort Lauderdale,Newburgh,1
Fort Lauderdale,Niagara Falls,1
Fort Lauderdale,Oranjestad,1
Fort Lauderdale,Oslo,1
Fort Lauderdale,Panama City,1
Fort Lauderdale,Philipsburg,1
Fort Lauderdale,Pittsburgh,1
Fort Lauderdale,Richmond,1
Fort Lauderdale,San Pedro Sula,1
Fort Lauderdale,San Salvador,1
Fort Lauderdale,Santiago,1
Fort Lauderdale,Seattle,1
Fort Lauderdale,St. Louis,1
Fort Lauderdale,St. Thomas,1
Fort Lauderdale,Stockholm,1
Fort Lauderdale,Toluca,1
Fort Lauderdale,Trenton,1
Fort Lauderdale,White Plains,1
Fort Lauderdale,Worcester,1
Fort Leonardwood,St. Louis,1
Fort Mcmurray,Fort Chipewyan,1
Fort Mcmurray,Red Deer Industrial,1
Fort Mcmurray,Vancouver,1
Fort Mcpherson,Inuvik,1
Fort Myers,Atlantic City,1
Fort Myers,Boston,1
Fort Myers,Cincinnati,1
Fort Myers,Cleveland,1
Fort Myers,Houston,1
Fort Myers,Milwaukee,1
Fort Myers,Pittsburgh,1
Fort Myers,Providence,1
Fort Myers,St. Louis,1
Fort Myers,Trenton,1
Fort Myers,White Plains,1
Fort Myers,Wilmington,1
Fort Myers,Windsor Locks,1
Fort Nelson,Dawson Creek,1
Fort Nelson,Fort Saint John,1
Fort Nelson,Prince George,1
Fort Saint John,Calgary,1
Fort Saint John,Edmonton,1
Fort Saint John,Fort Nelson,1
Fort Saint John,Prince George,1
Fort Severn,Angling Lake,1
Fort Severn,Big Trout Lake,1
Fort Severn,Sioux Lookout,1
Fort Smith,Edmonton,1
Fort Smith,Fort Chipewyan,1
Fort Smith,Hay River,1
Fort Smith,Yellowknife,1
Fort Wayne,Detroit,1
Fort Wayne,Mesa,1
Fort Wayne,Minneapolis,1
Fort Wayne,Myrtle Beach,1
Fort Wayne,Punta Gorda,1
Fort Wayne,Sanford,1
Fort Wayne,St. Petersburg,1
Fort Yukon,Barter Island,1
Fort Yukon,Chalkyitsik,1
